3096	ガングロ	どっちも美味しいんだねガングロちゃん、久しぶり♪相変わらず教祖してるのね（笑）	NULL	（笑）	
3097	デパ地下	デパ地下弁当がおいしい	NULL		
3098	着メロ	?こののっぴきならない状況で、あの着メロの緊張感のなさがなんとも（笑）	NULL	（笑）	
3099	KY(ＫＹ)	それこそKYですよね	NULL		
3100	ガチンコ	英雄よりも一段上な究極ですから、たとえ同じLv49と言えどガチンコで渡り合えるとは思いませんが、ダメ元でチャレンジ	NULL		
3101	ド派手	ところで、こちらのド派手なエアロ付き３６０は、コナストの店内で拝見したときは、やや派手すぎるように思いましたが、走ってる姿は猛烈カッコよく、なるほど！と膝を打たされたであります。	NULL		
3102	グダる	そのような方が勇者タイプになると、たぶん速攻でグダるか議論が終了します。	NULL		
3103	ウマウマ	まぁ、チョコバットはそんな思い出とか関係無しに、いつ食べてもウマウマですｗｗ	NULL		
3104	ラブホ	旦那様が東京でラブホに泊まったのではないかと心配されているなんて、かわいいではありませんか。	NULL		
3105	デパ地下	大丸札幌店のデパ地下で買いました。	NULL		
3106	Vホス系	Vホス系だろうが、「ファションが好き」	NULL		
3107	カオス	映画村は…ま、カオスカオスな空間。	NULL		
3108	オファー	なんとなく最後の最後までオファーは引っ張っておいて「主席報道官にならないか」とか言いそうなオチが予想できちゃったりするのだが。	NULL		
3109	ギャル男,キモい(きもい)	ギャル男ってキモい太るからお菓子食べないとかキモい	NULL		
3110	度肝	今度こそ、完走…いや、上位入賞で、アメリカンたちの度肝を抜いてほしい！	NULL		
3111	チョベリバ	恋愛レボリューションの振り付けを練習しよったんじゃいの(´Д`)　チョベリバじゃろ(´Д`)	NULL	(´Д`)$(´Д`)	
3112	中抜け	その後１年前に復帰するまでは中抜け	NULL		
3113	プチプラ	すごく得した感じ。ビバ！プチプラ！！	NULL		
3114	デパ地下	熊本のデパ地下を見学です。	NULL		
3115	ポニョる	ポニョる前に試しにTBSにチャンネル合わせてみなよ(≧ε≦)笑	NULL	(≧ε≦)	
3116	ウルウル	ママは、その大姫作成の絵本を見て、ちょぴっとウルウルとしております。	NULL		
3117	コスプレ	確かに、コスプレ娘が店内で買い物してたらびっくりやね。	NULL		
3118	フリ逃げ	本当フリ逃げでしたよ。(汗)	NULL	(汗)	
3119	寝落ち	眠いから寝落ちする。	NULL		
3120	チクる	あーチクるとか嫌ですわぁ；；	NULL	；；	
3121	姫	姫ママはしばしの休息充電中！！	NULL		
3122	オキラ	最近ぞさんにかなり必死だ…こんなんだからオキラになるのよ…	NULL		
3123	ロリコン,うぜぇ(うざい)	うぜぇｗｗｗｗロリコンだｗｗｗｗ安部晋三	NULL		
3124	ディスる	最高のエネルギー効率を持つ自転車様をディスるとな？	NULL		
3125	メガネ顔	用事が無くても良いので、フラリとこのメガネ顔を見にきてくださいねー（笑末永く、お幸せに☆	NULL		
3126	キショ(きしょい)	久々に顔を合わせた阿佐美宏明は、キショさと“違和感”が共有している上着を着ていました。	NULL		
3127	がっつり,うにょうにょ	店に入ったら胃のうにょうにょも消えてがっつり食べてきたでい(*●ω●)ノおいしかった(´ω｀)ノさておいしいもの食べて元気になったし家帰ったら・・・DVD観まくろうイェ?イヽ(ﾟ◇ﾟ)ﾉリトさんさん！☆	NULL	(*●ω●)$(´ω｀)$(ﾟ◇ﾟ)	
3128	目がハート	「なんと可愛い?♪」と目がハートに。	NULL		
3129	ペチョ	会社の帰りにお総菜を買って帰りましたΣ(ノ∀｀)ペチョ！	NULL	(ノ∀｀)	
3130	コフコフ	俺がコフコフ言ってるのはデブだからじゃなくて持病の慢性鼻炎のせいだ	NULL		
3131	プクイチ	今日は新宿で反省会でしたが、何故か我孫子駅の交番前でプクイチ中・・・（汗）	NULL	（汗）	
3132	フリマ	たしかに先月のフリマ画像から漂ってくる熱気とは打って変わって、ゆっくりじっくり選べそうな空気になってますね。	NULL		
3133	ジベタリアン	フリー君と人間がジベタリアンになっちゃったんですね(笑)	NULL	(笑)	
3134	ジベタリアン	やっぱりね、キュウさまもジベタリアン	NULL		
3135	ヤマンバ	ヤマンバでしたか!!!(￣□￣)	NULL	(￣□￣)	
3136	イケメン	蒼希彼方だって、10人いれば10人が振り返ってしまうたぐいまれな立派なイケメンじゃないかっ！	NULL		
3137	ラブホ	お前、ラブホに何しに行ったんだよw	NULL		
3138	鼻金	やっと鼻金（●＾o＾●）（●＾o＾●）	NULL	（●＾o＾●）	
3139	めどい,めどすぎる(めどい)	日記めどいめどすぎるぅ	NULL		
3140	ブリブリ	ブリブリラブリーなものになる予定です。(*´艸`)	NULL	(*´艸`)	
3141	プチ家出	プチ家出かと一瞬ドキッとしちゃいましたよぉ(〇_)	NULL	(〇_)	
3142	脳内ミュージック	ほんとにどうでもいいことなんだけど、これを日記に書かないと脳内ミュージックプレイヤーから曲が離れていってくれないので、とりあえず吐き出してみることにした。	NULL		
3143	セレブ	セレブゴシップ記事も多数掲載されてます。	NULL		
3144	ギャルママ	ギャルママのおせちテク	NULL		
3145	サー	行くわよー、サー！	NULL		
3146	キショ(きしょい)	この色…キショくね？	NULL		
3147	激電	連日の激電で耳が痛い。	NULL		
3148	キモい(きもい)	恐ろしくキモい！	NULL		
3149	なんちゃって	いつも通りのなんちゃってですけど…分かればよいのよ、気にしない！	NULL		
3150	コスプレ	昼日中のコスプレ娘・・・そんなんやったら普通に撃たれますね＞＜	NULL	＞＜	
3151	きょどる	ちょっぴりじゃなくてかなり緊張してそうｗきょどってたらおもしろいのにｗｗｗきょどる先輩ｗｗｗって楽しんでたらいけないか！	NULL		
3152	鼻金	みんな鼻金をエンジョイするのかな？	NULL		
3153	パサい	あと、パンのつくセット？を注文しましたが、パンがスーパーで売っているようなパサいたもので、味もなく、ショックでした。	NULL		
3154	ぐわんぐわん	金沢でセミナー終わってから、人生初なくらいの強風にあおられて(マスターのブログ参照)ミルボンカーがぐわんぐわんしながらも、空港へ早くも甲斐さん(以下ＴＰ)はキャラ崩壊（笑）マスターだって...!プーさん（笑）	NULL	（笑）	
3155	おな中	”おな前”より”おな中”の方が好きだなっ♪	NULL		
3156	パソ禁	去年私も受験した身なのですが、パソ禁くらった時はさすがに心が死ぬかと思いましたﾎﾝﾄﾆ	NULL		
3157	ウマウマ	塩と醤油を頂きましたが、どちらもウマウマでした。	NULL		
3158	ハブられ(はぶる)	椎菜、今回は最終回でハブられないで良かったねｗ	NULL		
3159	ニカニカ	アーくんはすっかりア?ゴしちゃっているしエルちゃんはなにやらニカニカ??(笑ジョウタン＾＾	NULL	(笑$＾＾	
3160	チャラ男	遊び蜂、これは人間と同じくチャラ男の事で	NULL		
3161	ギャルママ	特に、頑張ってるギャルママを見ると応援したくなりますね。	NULL		
3162	ヤリコン	ヤリコン楽しんでね(笑)	NULL	(笑)	
3163	バカップル,ラブラブ	納得もしてしまう（苦笑）ラブラブなバカップルぶりでした（爆）	NULL	（苦笑）$（爆）	
3164	ガビガビ	起きた後も頭がガビガビでテンション下げ下げ	NULL		
3165	フェミ男	ロング・トップスを着こなすフェミ男	NULL		
3166	コクられ(コクる)	コクられて初めてのデート、しかもイヴなのにすっぽかすかも	NULL		
3167	トゥルトゥル	オヤジちゃんさんタイべビールも素敵なネーミングだったんですね(〃＾▽＾〃)今日はホントにトゥルトゥル×３でした♪	NULL	(〃＾▽＾〃)	
3168	ウザい(うざい)	ウザいんじゃぁぁぁぁぁ！！	NULL		
3169	ワンコ	Ｍさん宅のワンコは昔から長寿犬が多いんですよ	NULL		
3170	ヒッキー	僕はヒッキーになる	NULL		
3171	ミソる	ミソるまで十分色んな経験しましたから！！	NULL		
3172	ガングロ	ガングロは確かに表情はわかりづらいですし、写真も撮りづらいですが、かわいいことに違いはないです()	NULL		
3173	ハデ婚	近年にしてはめずらしいハデ婚かもしれない。	NULL		
3174	つーか	つーか、あれ家系図に勝手に手を加えただけなんじゃないの？　とか思っちゃったんですけど(笑)　	NULL	(笑)	
3175	ktkr	ktkrマイクロファイバー！	NULL		
3176	サボテン女	そう、そんなサボテン女性でも飼うことができる動物がひとつあるのだ。	NULL		
3177	夜スポ	お金をかけない「夜スポ」が若者に人気	NULL		
3178	パッと見,チャイドル	パッと見は、有名場を和ましてくれたチャイドルに西尾咲良ちゃん。	NULL		
3179	ニカニカ	上の三点は完璧なのに、上着を着ずに、ニカニカ笑っているちびがいました(-_-;)	NULL	(-_-;)	
3180	過疎る	まだの人は過疎る前に買ってオンライン参戦！	NULL		
3181	マフマフ	うふふ・・・たぬき顔のミンティーとクマ顔のマフマフ、特徴あるでしょ？	NULL		
3182	二枚岩	ＰＫ二本外そうが！（苦笑）　二枚岩を欠こうが！	NULL	（苦笑）	
3183	ズル込み	お急ぎの方は現地の習慣に習いズル込み手続きを。	NULL		
3184	ゴルゴル	かき氷を食べ過ぎてゴルゴルしている。	NULL		
3185	ヤマンバ	前者の２人はまだいいが、進化版のヤマンバは子供が見たら泣きそうなレベルだった。	NULL		
3186	路チュウ	喰うか喰われるかってほどの路チュウ	NULL		
3187	にぼしい	あの人は若く見えるが実はにぼしい。	NULL		
3188	ボコられ(ボコる)	うちもありますよ、茶色が間違えてとかうっかりウゥ?っていっちゃってボコられること。（笑）	NULL	（笑）	
3189	ビル診	現在、不足しているのは病院勤務医であり、増やした医師がビル診	NULL		
3190	モキュモキュ	明日の合コン、すごくモキュモキュする。	NULL		
3191	チェンソー	頼むからチェンソーしてほしい。	NULL		
3192	マグロ女	姫ちゃまは色んな意味で自他共に認めるマグロ女なのでそんなにカツオにはこだわりはありませんから！！	NULL		
3193	やり逃げ	誤解を恐れずに言いますが、スミコを強姦したアメリカ兵がちゃんと金と食い物をおいていったところに少し感心しました。そのままやり逃げても日本人的には文句言えない状況なのに、いちおうワビをいれたんですね。	NULL		
3194	格差婚	周りから何を言われようがおかまいなしの『陽気なラテン系のノリ』が格差婚を成功させるポイントになるでしょう。	NULL		
3195	派手婚	挙式と披露宴をしまして当時の世相として派手婚でしたが、いまでは地味な生活をしています。	NULL		
3196	めっちゃ	めっちゃいかついです	NULL		
3197	ピーピー	シジュウカラが屋台の横の枯れ木にとまって、ピーピーと美しい鳴き声で迎えてくれましたよ。	NULL		
3198	デリバる	ただ、いつもデリバるんで、あのシステムの悪さが注文を遠のかせるのでありました	NULL		
3199	シャカシャカ	振るとシャカシャカ音がするので、また、ふたを開けたいとひっぱったり、あけろと差し出してきたり。	NULL		
3200	ノーブラ	ノーブラは楽じゃなくなる	NULL		
3201	チョベリバ,やっぱ	やっぱやるわ(´Д`)　チョベリバじゃろ(´Д`)	NULL	(´Д`)	
3202	しぱしぱ	いやぁ。やたら目がしぱしぱする。（笑）	NULL	（笑）	
3203	ギャル男	さすがに今日は無理だな…と思い、２・３駅の我慢!!!と、ドア口に立ってると…若いギャル男チックな男の人が『妊婦さん座らせてあげてもらえませんか?』と、サラリーマンの人に言って席をワザワザあけてくれましたもしや私?!…と、その人を見たら、すごい笑顔で席を指差してくれて?お言葉に甘えて席に着くと、私の前に立って『何ヶ月ですか?』『どっちかわかってるんですか?!』などの質問の嵐（笑）	NULL	（笑）	
3204	ネチケット	ころころ名前を変えるのはネチケットに反するのと、なにより私が不快です。	NULL		
3205	ディスる	定山渓をディスる（笑）	NULL	（笑）	
3206	ギャンギャン	爺の犬「ワンワン!!ギャンギャン!!」(興奮してこっちに突っかかってくる)	NULL		
3207	シロガネーゼ	シロガネーゼにかけてみた	NULL		
3208	拭き出者	会議はいつも拭き出者のあいつのペースになる。	NULL		
3209	脳内ミュージック	朝の脳内ミュージックはＱＵＥＥＮですよ。wewillrockyouですよ。	NULL		
3210	ワン切り	ワン切りしてきて	NULL		
3211	ノーブラ	Tノーブラとかノーパンって、どうしてこんなにラクなんだろう。	NULL		
3212	愛方	My愛方と(笑)。	NULL	(笑)	
3213	ズル込み	まー私は列をズル込みされるのを妨害してきてここ中国で早７年。相手が中国人だろうが、西洋人だろうが絶対に私の前には割り込ませない！！結果的に私の勝ち！	NULL		
3214	チラがん見,ペリっ(ペリる),シャカ男	電車のなかでチラがん見してて、かわいい子をペリっちゃった。ボクはとなりのシャカ男の方が気になった	NULL		
3215	ヒトカラ	昨日は思いっきりヒトカラしてきたよ。	NULL		
3216	ダラ見	あとは食べるわ寝るわTVのダラ見三昧。	NULL		
3217	着メロ	?携帯電話の着メロ、鳴る度に著作権料の支払いが求められるかもしれない件	NULL		
3218	トレカ	このサイントレカは、当たりトレカなのデスょ	NULL		
3219	卒サラ	卒サラ事務所にかわいいお客様がいらっしゃいました	NULL		
3220	ウマウマ	ウマウマ?でした	NULL		
3221	ありござ	Ｋ氏、ありござです	NULL		
3222	夜スポ,メタボ	メタボ撃退の特効薬は“夜スポ”だ	NULL		
3223	ポニョる	お腹ポニョる前に沢山運動してくださいね♪	NULL		
3224	バリ３	ドコモだけでなくソフトバンクもバリ３でとても助かりました。	NULL		
3225	バリ０	地下鉄乗ると電波はいつもバリ０…	NULL		
3226	バブる	今でこそ、とてもじゃないけど行けませんが（そんな時代じゃないですワ）身軽な独身の頃はちょうどバブるってる時でありまして、結婚してからじゃ行けないからと思い、たくさん旅行をしちゃいました。	NULL		
3227	貶し愛	あと私は貶し愛の傾向があるので不快に思われる方もいらっしゃるかもしれませんのでご注意を。	NULL		
3228	愛方	でも、去年の阪急高速バスで愛方は打ちのめされたようなので、レッグレストが付いているのが確実なＪＲ高速バスですな。	NULL		
3229	エコ輪	今日の外出はエコ輪にしよう。	NULL		
3230	自重り(自重る)	前回は失敗したので、今度から自重ります。	NULL		
3231	うぜぇ(うざい)	しかもほとんど智ぼーセンサーついてるとヵいうやつうぜぇ	NULL		
3232	おっぱい星人	おっぱい星人のしめちんが気になる記事を発見	NULL		
3233	逆ナン	いわゆる逆ナンってやつです（笑）	NULL	（笑）	
3234	ワンコ	みんなワンコに対してある程度理解のあるポメオフで、実際そらくんの吠えっぷりに本気で気を悪くする人なんていなかったと思いますが、tanaamiさん一家自身にしてみたら、そらくんの吠えっぷりに気が引けるモノがあったんだと思います。	NULL		
3235	ビル診	ビル診になって医師会とも関係なくなっているのかもしれない。	NULL		
3236	アド変	友達にアド変するのはいいんだけどさぁ会社の人にするの嫌なんだよなぁ	NULL		
3237	病み期	このもやんもやんな病み期は自分がひとつ大きく変わる前にいつもあるから乗り越えたらきっと成長してるはずなんだ!何かが!!	NULL		
3238	妄想彼氏	もう、私のダーリンMステに出てたわぁヾ(*´∀｀*)ﾉｷｬｯｷｬあ・・・妄想彼氏（爆）	NULL	(*´∀｀*)$（爆）	
3239	マヨラー	マヨラーの我が家、マヨネーズがないっ！！	NULL		
3240	トレカ	これはトレカ屋で、かなり種類が豊富です。	NULL		
3241	やばい	角食で胡桃入りやオレンジピール入り…これはやばいかも！！	NULL		
3242	ダラ見	RSSに登録してるのですがいつもその画像ばっかりダラ見してるので、画像ばっかりのRSSが欲しい！	NULL		
3243	すねかじり虫	正直ね、俺はニートになりたい。親のすねかじり虫になりたい。	NULL		
3244	半三十	おれらも来年には半三十だな。	NULL		
3245	愛方	届きましたぁ〜PSYENCEバージョン画像では１体ですが、実は３体買ってます（笑）まぁ１体は愛方用ですが。	NULL	（笑）	
3246	オバマ	能人の○○が好きなんだ」「それって名前が同じだからオバマってるんでしょ。」	NULL		
3247	ガングロ	猫ドンちゃん、いつの間にガングロ教に入信してたのー！？(*≧艸≦）ﾌﾟｯ!!	NULL	(*≧艸≦）	
3248	自己中	自己中っていっても他人に迷惑かけてるわけじゃないしな	NULL		
3249	オファー	今、デーモン、松井、ペティットがFAになり、王建民に調停をオファーしなければ、	NULL		
3250	オファー	メールでオファーが来る。	NULL		
3251	わたわた	わたわたしつづけている不審人物。	NULL		
3252	モテ期	個人的に幸世は「モテ期」ではない気がするけど、本人がそう信じて前向きに行動するのは良い事かも。	NULL		
3253	チクる	チクるとか１年最悪っ	NULL		
3254	ガビガビ	つけても、つけた先から目ヤニが・・・目を塞いだり、目の周りガビガビにガビガビ	NULL		
3255	コクる	恋はいつも一方通行で、コクることも一度もないまま彼女の存在を風のうわさで知らされて…	NULL		
3256	肉食女子	肉食女子なら見逃せない！	NULL		
3257	もすもす	もすもす食べられるおいしさ　（これが一番笑った）	NULL		
3258	ヴィトっ(ヴィトる)	彼女はヴィトってるけど実は貧乏だよ。	NULL		
3259	ラブラブ,プリクラ	天狗です。すごくラブラブですね。次のプリクラ楽しみですね。	NULL		
3260	っぱ,シロガネーゼ	それとも、やっぱみんなシロガネーゼだから・・・かなｗ	NULL		
3261	寝落ち	なっちゃん寝落ちしてしまって０時ちょうどにできなかったなっちゃいおめでと	NULL		
3262	ゲット	７７７番ゲットの行方は？	NULL		
3263	ガン寝	よく考えれば昨日の飲みからガン寝だったし(°Д°)	NULL	(°Д°)	
3264	マジ	常に上司に恵まれないのはなんでだ・・今回ほど怒りに震えた(マジで)のも久々・・	NULL		
3265	ディスる	１、２話で切った人が文句言うのはあれかも知れませんが、全話見たならばディスるのも問題ないよね？ね？	NULL		
3266	デフォ	デフォでこれだけ凝ってるお洋服や靴なら嬉しいかも	NULL		
3267	がんばったで賞	たまたまオリンピックでその順位だったってだけで、「人類最速」とか「人類最高」を決めるオリンピックの意義からすると、入賞などただの「がんばったで賞」だ。	NULL		
3268	やり逃げ	･･･巣認定されたシャツの中ではやらずに、外に出てやり逃げしたのね（；´∀`）	NULL	（；´∀`）	
3269	ラブラブ	★ラブラブな二人♪	NULL		
3270	ピーピー	健全か不健全かは時によりますが、ピーピーギャーギャー騒がれたらなんだかとっても鬱陶しい時って有る訳で	NULL		
3271	むかつく	職場で一緒に働いている、茶色の髪の女人の悪口ばかりいっていてむかつく！！	NULL		
3272	オタカラ	オタカラしたい・・・・orz	NULL	orz	
3273	ムカつく(むかつく)	うちの職場にもムカつくブリッコばばあが居て毎日ストレスがたまる一方です	NULL		
3274	パソ禁	パソ禁になりやがったですよ。	NULL		
3275	やたった顔	あいつの､やたった顔がとてもしゃくにさわる。	NULL		
3276	ギャル男	LUXEのときから、ギャル男っぽい感じだったし。	NULL		
3277	タオラー	てくちゃんタオラーがさまになっていますね♪	NULL		
3278	盛り師	同じ栃木出身であり、歌舞伎町の盛り師・・・・。	NULL		
3279	アド変	まぁ?いつの間にかアド変は着ていたようなのでよかった(汗)	NULL	(汗)	
3280	いみふ	割れ戦場が３箇所あるのに更に布告するエルソード。いみふ。	NULL		
3281	むかつく	こっちの誠意を利用しやがって、あー、むかつく！！	NULL		
3282	ゲット	今年はＭ単の賞品争奪戦でテレカゲットしたり	NULL		
3283	ピタT	ピタTじゃねぇか(TT)	NULL	(TT)	
3284	チュープリ	坂東英二とチュープリ＼(o)／ｷﾞｬｱｱｱｱ	NULL	(o)	
3285	ネガキャン	ネガキャンのせいで売れ行きが下がった	NULL		
3286	地味婚	地味婚もいいけど、花嫁衣装披露して欲しいですね	NULL		
3287	フリ逃げ	って、さんざんフリ逃げしといて、いきなりマイルスかよっ！笑	NULL		
3288	フリマ	フリマで売れないブース見ることはとても勉強になります。	NULL		
3289	既出,低能	まあ、散々既出な低レベル糞質をする奴と、それを知ったかぶって偉そうに教える低能	NULL		
3290	ドタキャン	お客ちゃんからドタキャン（50個分）くらった具をどうしませうか。	NULL		
3291	ドタキャン	ドタキャンの社長に腹が立つ私は。	NULL		
3292	二枚岩	一枚岩が崩れれば、民主党も「二枚岩」と呼ばれかねない	NULL		
3293	盛り師	えー、巻き師募集(笑)頭にも盛り師いるんだから、アイスにも巻き師いるんでしょ？	NULL	(笑)	
3294	食い逃げ	ほんなら食い逃げＯＫかと思うが・・・	NULL		
3295	ヤマンバ	ヤマンバ、災難でしたね(_)	NULL	(_)	
3296	むかつく	あーーーむかつく！！！	NULL		
3297	ゲット	一人をターゲットにしてとことん嫌がらせして何が楽しいわけ？	NULL		
3298	バブる	まあ、経済ってのはバブる宿命であり、バブれば崩壊するのがさだめ。	NULL		
3299	コフコフ	実は、昨日あたりからコフコフ怪しげだったノドのあたり、今日完璧に直撃されました。	NULL		
3300	シノラー	シノラー恐るべし！女性はきれいになろうと思えば、こんなにきれいになれるのね！というよい見本を見せていただきました！！	NULL		
3301	つーか	寝覚めが悪いし（つーかサギじゃん）ヤなんだけど	NULL		
3302	キョバむ	｢どちらの頼みもキョバむつもりだ｣｡	NULL		
3303	アララー	山越えをしました５・６年ぶりかなーー三瀬トンネルを抜けたら・・・・・ループの道路アララーびっくり！！！	NULL		
3304	乙男	どんな乙男よ、息子ｗｗｗ	NULL		
3305	ドロン	ほな、これにてドロンさしてもらいますm(__)	NULL	(__)	
3306	ハブられ(はぶる)	ハブられたときは”無双”でええわ！！！って思ったんだけれども…	NULL		
3307	アド変	アド変したいなー	NULL		
3308	KY(ＫＹ)	うん、そうやね。ジェジュンが主役級のKYやっちゃってるからね（笑）	NULL	（笑）	
3309	はっちゃける	きたかん忘年会。たらふく飲んで朝まではっちゃける。	NULL		
3310	つーか	総会を目の前に、頭がパーンしそうです。つーか多分したなこれ。	NULL		
3311	シャカシャカ	シャカシャカチキンと食パンを購入する	NULL		
3312	貶し愛	敢えて祝わいま新天地ウチの中ではとっちは貶し愛推奨なんです	NULL		
3313	イケメン	乙女顔よりはイケメン顔の方がジュリオは好きです。	NULL		
3314	チャラい	結婚＝チャラい・・・・何で？ｗｗｗｗｗｗ	NULL		
3315	マジ	マジで告発したい！！！	NULL		
3316	中抜け	上長に話をつけて中抜けありの休日出勤でした。中抜けして行く先は東京會舘。	NULL		
3317	本ケ	本ケに連絡入れといて。	NULL		
3318	タメ口	下の５短脚怪獣隊員達には・・・　タメ口状態で接しています(-`Д´-;A)	NULL	(-`Д´-;A)	
3319	デリヘル	人妻デリヘルは希望の星です	NULL		
3320	着メロ	そんなローカル番組みていた叔母から　久しぶりにレポのBGMの運命聞いていて、着メロないか？あったら送れ。	NULL		
3321	はぶられ(はぶる)	しかしやっぱり今井はいろいろ扱いにくい人材なんだな。はぶられてばっか	NULL		
3322	牛臭,キツい	この雑巾の牛臭はかなりキツい	NULL		
3323	きもい	絶対きもい！！！！	NULL		
3324	アムラー,シノラー	俺はアムラーでもシノラーでもねぇ!!!	NULL		
3325	キレる	探してくれないじゃん！っと母にキレる。	NULL		
3326	ギャル男	ギャル男系だよね	NULL		
3327	路チュウ	海が見える場所なら路チュウ禁止ではないはずです！海を目指して下さい！（笑）	NULL	（笑）	
3328	wktk	うちで衣装が借りられて写真も撮れるっていうんで、wktkしてついてきた。	NULL		
3329	ネチケット	何が言いたいかというとルール云々の前にモラルとネチケット守ってれば処罰来るわけないだろ	NULL		
3330	超	精悍でごわごわ、いかつい葉っぱが超グッド	NULL		
3331	自己中	私にとって面識ない先輩とはいえ・・・想像力に欠けていた。無神経の自己中(ﾉ_-;)ﾊｱ…	NULL	(ﾉ_-;)	
3332	ギャル男	そのギャル男ちゃんとのデート話があるんだけど（今日は残念だったんだけど）。	NULL		
3333	ネカマ	チャットでネカマを見破る方法	NULL		
3334	ヤマンバ	ヤマンバでいいじゃん	NULL		
3335	ズル込み	でも中国の場合ズル込みエリートの巣窟であり、	NULL		
3336	マジ	『なにをしてるんですか何をしてるんですか何をしてるんですか、マジで』	NULL		
3337	ノーブラ	ノーブラで薄地のＴシャツ１枚の、胸をプルンプルンとさせてる彼女の「択捉島が見えるんですよ」の一言に心を動かされ、ぼくも即座に羅臼岳に登ることにした。	NULL		
3338	キレた(キレる)	飲食禁止ってて知ってたにも関わらず芸能人だからってタカをくくってたら怒られてキレた様にしか思えん。	NULL		
3339	地雷	地雷ゲーばっか作ってんじゃねえよクソエニ	NULL		
3340	マジ,モジリ	「父よあなたは強かった」の安易なモジリだ、最悪だ！と今度は一転してマジに怒ってみせる余裕のなさ。	NULL		
3341	メッセ	私のメッセの知り合い、ブログの同盟元の竜善さんはロマノフ大好き。	NULL		
3342	ラブラブ	やっぱり、ラブラブだったんでしょうかね（笑）	NULL	（笑）	
3343	マジ	○○クンのこと、××ちゃんがスキってマジ〜？？	NULL		
3344	象足	7月から徐々に調子が上がってきたと思ったら、月の後半では右足が象足になってしまい10日間の強制休養と、なかなか思うように調子が上がってきませんでした。	NULL		
3345	アゲアゲ,テンション	先生はゆうまが喜ぶようにといつもテンションアゲアゲで頑張ってくれる。	NULL		
3346	ポニョる,ポニョれ(ポニョる)	昨日夕方、ポニョりますってお伝えしましたが、やはりブログで時間とってる間にチビッ子が帰宅結果的に一人ではなく、一緒にポニョることになりましたよ＋♪ポニョれはしましたけど、夕寝は出来まへんどちた。	NULL		
3347	ゲット	友人がゲットした、yukihiroのペットボトル！	NULL		
3348	チャイチャイ	うわー、あそこの中年カップル、チャイチャイしてるよ。	NULL		
3349	サバる	昨日の買い物で現用のドイツ連邦国のフレックスパターンが、メットカバー、略帽、フィールドジャケット、フィールドパンツ、ボディアーマーまで揃った。今度サバる時ゎこれで！	NULL		
3350	ギャンギャン	ダンシィングクイーンはもっとギャンギャン踊って！	NULL		
3351	やりちん	海外やりちん法の出来上がりですね。	NULL		
3352	チョベリバ	紹介VTRでは引退扱いされてチョベリバ。	NULL		
3353	トレカ	クリスマス直前に、トレカのイベントやるんだね?♪	NULL		
3354	チュープリ	チュープリ、まだ、子供が貼っているわけじゃないので安心ですが、先生が貼るというのもねぇ〜。。。(-_-;)	NULL	(-_-;)	
3355	コスプレ	アスカのコスプレを脱いで活躍する早希ちゃんを見る日も、あり得るのだろうか？	NULL		
3356	マジ	マジで癇に障ります(￣ー￣；	NULL	(￣ー￣；	
3357	グネる	段差に気付かず転んだり、足をグネる人が続出。	NULL		
3358	愛方	肉体と精神の結合力を高めるエッセンスを飲めば、きっと愛方のワーカーホリック状態も変化する！	NULL		
3359	ちゅどーん,マジ	これおいしいから食べてみて！マジちゅどーん！！	NULL		
3360	ザコ	ザコっぽくもなるけどｗ塗るのは年明けてしばらくしてからかなぁ?…	NULL		
3361	愛方	あくまで愛方さん的優しさ(女の子がしてくれたら嬉しいこと)は・運転中に、お茶のペットボトル開けてくれたり　お菓子とか食べやすく渡してくれる・「○○やるよ」って申し出たときに　素直にやらせてくれる(例えば、荷物持つよって言ったら遠慮しないで渡してほしいらしい)・でも１番は笑顔でいてくれることらしいよ＾＾わたしもがんばろ〜あはは。	NULL	＾＾	
3362	度肝	あれは、「こんなの、生地代にもなってないよなぁ」な度肝価格の掘り出し物が、稀にあったりして楽しい空間なのですが、そんな雰囲気で、今回のビタミンＴｅｅさんでのスペシャル・プライスものを、見に行っていただける距離にお住まいの方は、ご足労いただけると、「おっ、こんなのあったっけ？」があるかもしれません。	NULL		
3363	にぼしい	彼女とは今、ケンカをしていて関係がにぼしい。	NULL		
3364	ピグる,ピコる	じゃなかったらネットサーフィンなり、ピグるなり、ピコるなりテレビ見るなり、録画したものを見るなりテレビかネットしかないのかー！	NULL		
3365	ボキャ貧	う??ん、説明が難しいというか、ボキャ貧な自分・・・	NULL		
3366	地味婚	幸せならば地味婚でもなんでもいいと思います	NULL		
3367	きょどる	びっくり→きょどる→私を睨む→ハンバーグ無し	NULL		
3368	むかつく	ひとの悪口しか言わないんだヨむかつく	NULL		
3369	病み期,グチり(グチる)	病み期に入ったみたいでさ、なんか…ねぇ？グチりたいけど、ここじゃ言えないから別館でやるわ！	NULL		
3370	マジ	目を吊り上げるやつ、マジ欲しいわあ〜	NULL		
3371	ピーピー	朝っぱらからピーピーうるさいったらありゃしない！	NULL		
3372	ちみちみ,ガジガジ	あんたが、ちみちみ・・お汁のお耳・・ガジガジするからぁ！	NULL		
3373	ノーブラ	むちむちノーブラパジャマは反則だと思った	NULL		
3374	むかつく	オマエむかつくんだよ！	NULL		
3375	むかつく	掃除の顔のでかいババアむかつく、むかつく、むかつく?っ!!!	NULL		
3376	肉食女子	これが肉食女子の結末です	NULL		
